accepted_name,region_id,region_eco
Castilleja pseudopallescens,MA,Mesoandina
Castilleja vadosa,MA,Mesoandina
Castilleja vadosa,PSH,Puna Húmeda y Seca
Castilleja vadosa,PAR,PAR
Castilleja virgatoides,MA,Mesoandina
Castilleja virgatoides,PSH,Puna Húmeda y Seca
Castilleja virgatoides,AA,Altoandina
Biophytum amazonicum,BMHP,Bosques Muy Húmedos Premontanos
Biophytum amazonicum,BHA,Bosques Húmedos Amazónicos
Biophytum foxii,Sin datos,Sin datos
Biophytum tessmannii,BMHP,Bosques Muy Húmedos Premontanos
Hypseocharis pilgeri,MDE,Matorral Desértico
Hypseocharis pilgeri,MA,Mesoandina
Oxalis apurimacensis,MA,Mesoandina
Oxalis bulbocastanum,DST,Desierto Semicálido Tropical
Oxalis carminea,MA,Mesoandina
Oxalis conventionensis,BMHM,Bosques Muy Húmedos Montanos
Oxalis distincta,BMHM,Bosques Muy Húmedos Montanos
Oxalis distincta,BMHP,Bosques Muy Húmedos Premontanos
Oxalis dudleii,Sin datos,Sin datos
Oxalis humbertii,BMHM,Bosques Muy Húmedos Montanos
Oxalis libertatis,MA,Mesoandina
Oxalis lomana,DST,Desierto Semicálido Tropical
Oxalis lucumayensis,BMHM,Bosques Muy Húmedos Montanos
Oxalis lucumayensis,Sin datos,Sin datos
Oxalis ortgiesii,BMHP,Bosques Muy Húmedos Premontanos
Oxalis picchensis,PSH,Puna Húmeda y Seca
Oxalis pickeringii,DST,Desierto Semicálido Tropical
Oxalis pickeringii,MDE,Matorral Desértico
Oxalis ptychoclada var. trichocarpa,MA,Mesoandina
Oxalis salticola,BMHM,Bosques Muy Húmedos Montanos
Oxalis sanmiguelii subsp. sanmiguelii,BMHM,Bosques Muy Húmedos Montanos
Oxalis sanmiguelii,MA,Mesoandina
Oxalis sanmiguelii,BMHM,Bosques Muy Húmedos Montanos
Oxalis semitruncata,BMHM,Bosques Muy Húmedos Montanos
Oxalis vargasii,BPM,Bosques Pluviales Montanos
Oxalis vargasii,BMHM,Bosques Muy Húmedos Montanos
Oxalis westii,BPM,Bosques Pluviales Montanos
Oxalis westii,BMHM,Bosques Muy Húmedos Montanos
Oxalis williamsii,BMHM,Bosques Muy Húmedos Montanos
Oxalis wurdackii,BMHM,Bosques Muy Húmedos Montanos
Passiflora amazonica,BMHM,Bosques Muy Húmedos Montanos
Passiflora aristulata,BMHP,Bosques Muy Húmedos Premontanos
Passiflora aristulata,BHA,Bosques Húmedos Amazónicos
Passiflora callacallensis,BMHM,Bosques Muy Húmedos Montanos
Passiflora cumbalensis var. macrochlamys,BMHM,Bosques Muy Húmedos Montanos
Passiflora cumbalensis var. mesadenia,MA,Mesoandina
Passiflora cumbalensis var. mesadenia,PSH,Puna Húmeda y Seca
Passiflora cumbalensis var. peruana,MA,Mesoandina
Passiflora cuzcoensis,BMHM,Bosques Muy Húmedos Montanos
Passiflora frutescens,BMHM,Bosques Muy Húmedos Montanos
Passiflora heterohelix,BMHP,Bosques Muy Húmedos Premontanos
Passiflora huamachucoensis,PAR,PAR
Passiflora lanceolata,Sin datos,Sin datos
Passiflora leptoclada,BHA,Bosques Húmedos Amazónicos
Passiflora lobbii,MA,Mesoandina
Passiflora lobbii,PSH,Puna Húmeda y Seca
Passiflora lobbii,BPM,Bosques Pluviales Montanos
Passiflora lobbii,MA,Mesoandina
Passiflora parvifolia,BPM,Bosques Pluviales Montanos
Passiflora parvifolia,BMHM,Bosques Muy Húmedos Montanos
Passiflora pascoensis,BMHM,Bosques Muy Húmedos Montanos
Passiflora peduncularis,MA,Mesoandina
Passiflora podlechii,PSH,Puna Húmeda y Seca
Passiflora poeppigii,BHA,Bosques Húmedos Amazónicos
Passiflora quadriflora,BMHM,Bosques Muy Húmedos Montanos
Passiflora raimondii,BMHM,Bosques Muy Húmedos Montanos
Passiflora runa,BPM,Bosques Pluviales Montanos
Passiflora runa,BMHM,Bosques Muy Húmedos Montanos
Passiflora sagasteguii,MA,Mesoandina
Passiflora sanchezii,MA,Mesoandina
Passiflora sanchezii,PAR,PAR
Passiflora skiantha,BHA,Bosques Húmedos Amazónicos
Passiflora tarapotina,BMHP,Bosques Muy Húmedos Premontanos
Passiflora tarapotina,BHA,Bosques Húmedos Amazónicos
Passiflora tesserula,BPM,Bosques Pluviales Montanos
Passiflora tesserula,BMHM,Bosques Muy Húmedos Montanos
Passiflora trifoliata var. tarmensis,MA,Mesoandina
Passiflora trifoliata var. tarmensis,PSH,Puna Húmeda y Seca
Passiflora weberbaueri,BMHM,Bosques Muy Húmedos Montanos
Passiflora weigendii,BMHM,Bosques Muy Húmedos Montanos
Peperomia acutifolia,BMHP,Bosques Muy Húmedos Premontanos
Peperomia aerea,BMHM,Bosques Muy Húmedos Montanos
Peperomia alatiscapa,BMHM,Bosques Muy Húmedos Montanos
Peperomia alismaefolia,Sin datos,Sin datos
Peperomia andina,MA,Mesoandina
Peperomia andina,PAR,PAR
Peperomia anisophylla,MA,Mesoandina
Peperomia apurimacana,BMHM,Bosques Muy Húmedos Montanos
Peperomia arborigaudens,BMHM,Bosques Muy Húmedos Montanos
Peperomia arboriseda var. arboriseda,BMHP,Bosques Muy Húmedos Premontanos
Peperomia arboriseda var. moyobambana,BMHP,Bosques Muy Húmedos Premontanos
Peperomia arctebaccata,BMHP,Bosques Muy Húmedos Premontanos
Peperomia arcuatispica,BMHP,Bosques Muy Húmedos Premontanos
Peperomia areolata,BHA,Bosques Húmedos Amazónicos
Peperomia artatiflora,MA,Mesoandina
Peperomia asplundii,BPM,Bosques Pluviales Montanos
Peperomia balsapuertana,BHA,Bosques Húmedos Amazónicos
Peperomia binispica,BMHP,Bosques Muy Húmedos Premontanos
Peperomia boekei,PAR,PAR
Peperomia boekei,BMHM,Bosques Muy Húmedos Montanos
Peperomia caducifolia,BPM,Bosques Pluviales Montanos
Peperomia calvescens,BMHP,Bosques Muy Húmedos Premontanos
Peperomia caniana,BMHM,Bosques Muy Húmedos Montanos
Peperomia cereoides,MA,Mesoandina
Peperomia chrysotricha,Sin datos,Sin datos
Peperomia ciliatifolia var. eciliatifolia,BHA,Bosques Húmedos Amazónicos
Peperomia ciliatifolia var. iquitosana,BHA,Bosques Húmedos Amazónicos
Peperomia columella,MDE,Matorral Desértico
Peperomia cordulilimba,BMHP,Bosques Muy Húmedos Premontanos
Peperomia cotoneasterifolia,BMHM,Bosques Muy Húmedos Montanos
Peperomia crinigera,MA,Mesoandina
Peperomia obtusifolia,BMHP,Bosques Muy Húmedos Premontanos
Peperomia crusculibacca,BPM,Bosques Pluviales Montanos
Peperomia crystallina,Sin datos,Sin datos
Peperomia dasystachya,Sin datos,Sin datos
Peperomia deceptrix,BHA,Bosques Húmedos Amazónicos
Peperomia deficiens,BHA,Bosques Húmedos Amazónicos
Peperomia dendroides,BMHM,Bosques Muy Húmedos Montanos
Peperomia dendromorphis,BMHM,Bosques Muy Húmedos Montanos
Peperomia dependens,MDE,Matorral Desértico
Peperomia dependens,BS,Bosques Secos
Peperomia diehliana,Sin datos,Sin datos
Peperomia distractiflora,Sin datos,Sin datos
Peperomia dolabella,MA,Mesoandina
Peperomia dolabriformis var. velutina,DST,Desierto Semicálido Tropical
Peperomia drapeta,MA,Mesoandina
Peperomia ellipticorhombea,Sin datos,Sin datos
Peperomia enckeaefolia,BHA,Bosques Húmedos Amazónicos
Peperomia enenyasensis,BMHM,Bosques Muy Húmedos Montanos
Peperomia erythrocorma,BMHP,Bosques Muy Húmedos Premontanos
Peperomia erythrostachya,BMHP,Bosques Muy Húmedos Premontanos
Peperomia estrellana,BHA,Bosques Húmedos Amazónicos
Peperomia exiguispica,BHA,Bosques Húmedos Amazónicos
Peperomia exilamenta,BHA,Bosques Húmedos Amazónicos
Peperomia exiliramea,BHA,Bosques Húmedos Amazónicos
Peperomia falsa,PSH,Puna Húmeda y Seca
Peperomia famelica,BMHP,Bosques Muy Húmedos Premontanos
Peperomia ferreyrae,BS,Bosques Secos
Peperomia ficta,BMHP,Bosques Muy Húmedos Premontanos
Peperomia fissicola,MA,Mesoandina
Peperomia flabilis,BHA,Bosques Húmedos Amazónicos
Peperomia flavamenta,BHA,Bosques Húmedos Amazónicos
Peperomia flavescens var. lechleri,Sin datos,Sin datos
Peperomia flavescens var. markhami,Sin datos,Sin datos
Peperomia fortipes,BMHP,Bosques Muy Húmedos Premontanos
Peperomia fragilissima,BHA,Bosques Húmedos Amazónicos
Peperomia furcata,Sin datos,Sin datos
Peperomia fuscispica,BMHP,Bosques Muy Húmedos Premontanos
Peperomia gayi,Sin datos,Sin datos
Peperomia gibba,BHA,Bosques Húmedos Amazónicos
Peperomia gilberti,BMHM,Bosques Muy Húmedos Montanos
Peperomia glabrirhachis,BMHM,Bosques Muy Húmedos Montanos
Peperomia glareosa,BHA,Bosques Húmedos Amazónicos
Peperomia granulatifolia,BHA,Bosques Húmedos Amazónicos
Peperomia guayrapurana,BMHP,Bosques Muy Húmedos Premontanos
Peperomia gucayana,MA,Mesoandina
Peperomia haenkeana,MDE,Matorral Desértico
Peperomia hamiltonianifolia,Sin datos,Sin datos
Peperomia herrerae,MA,Mesoandina
Peperomia heterostachya,Sin datos,Sin datos
Peperomia hispiduliformis var. ciliosa,BMHP,Bosques Muy Húmedos Premontanos
Peperomia hispiduliformis var. ciliosa,BHA,Bosques Húmedos Amazónicos
Peperomia huacachiana,MA,Mesoandina
Peperomia huallagana var. huallagana,BMHP,Bosques Muy Húmedos Premontanos
Peperomia huallagana var. compacta,BMHP,Bosques Muy Húmedos Premontanos
Peperomia huantana var. enenyasana,BMHM,Bosques Muy Húmedos Montanos
Peperomia hyporhoda,BMHM,Bosques Muy Húmedos Montanos
Peperomia inaequilatera,BMHM,Bosques Muy Húmedos Montanos
Peperomia induratifolia,BMHM,Bosques Muy Húmedos Montanos
Peperomia lanosa,MA,Mesoandina
Peperomia lanuginosa,MDE,Matorral Desértico
Peperomia lechleriana,BMHM,Bosques Muy Húmedos Montanos
Peperomia lepadiphylla,AA,Altoandina
Peperomia liclicensis,MA,Mesoandina
Peperomia limaensis,DST,Desierto Semicálido Tropical
Peperomia longipedunculata,Sin datos,Sin datos
Peperomia longipila,BHA,Bosques Húmedos Amazónicos
Peperomia macbrideana,BMHM,Bosques Muy Húmedos Montanos
Peperomia macrorhiza,MDE,Matorral Desértico
Peperomia macrorhiza,MA,Mesoandina
Peperomia macrothyrsa,BMHP,Bosques Muy Húmedos Premontanos
Peperomia majalis,BMHM,Bosques Muy Húmedos Montanos
Peperomia maransara,BMHM,Bosques Muy Húmedos Montanos
Peperomia marshalliana,BHA,Bosques Húmedos Amazónicos
Peperomia martiana var. nervosa,Sin datos,Sin datos
Peperomia mathewsiana,Sin datos,Sin datos
Peperomia megalepis,MA,Mesoandina
Peperomia mercedana var. carpapatana,BMHP,Bosques Muy Húmedos Premontanos
Peperomia metallica,Sin datos,Sin datos
Peperomia microlepis,MA,Mesoandina
Peperomia micromamillata,MA,Mesoandina
Peperomia minuta,AA,Altoandina
Peperomia mishuyacana,BHA,Bosques Húmedos Amazónicos
Peperomia modicilimba,BMHP,Bosques Muy Húmedos Premontanos
Peperomia monostachya,Sin datos,Sin datos
Peperomia montana,Sin datos,Sin datos
Peperomia muscigaudens,BMHM,Bosques Muy Húmedos Montanos
Peperomia naevifolia,BMHM,Bosques Muy Húmedos Montanos
Peperomia naviculaefolia,PSH,Puna Húmeda y Seca
Peperomia nigricans,BMHP,Bosques Muy Húmedos Premontanos
Peperomia nivalis var. compacta,MA,Mesoandina
Peperomia nonalata,BMHM,Bosques Muy Húmedos Montanos
Peperomia nonalata,BMHP,Bosques Muy Húmedos Premontanos
Peperomia nonhispidula,DST,Desierto Semicálido Tropical
Peperomia obcordata,Sin datos,Sin datos
Peperomia obcordatifolia,BMHP,Bosques Muy Húmedos Premontanos
Peperomia obliqua,MA,Mesoandina
Peperomia obruenda,Sin datos,Sin datos
Peperomia ollantaitambona,MA,Mesoandina
Peperomia opiziana,Sin datos,Sin datos
Peperomia oxyphylla,BMHP,Bosques Muy Húmedos Premontanos
Peperomia pachiteana,BHA,Bosques Húmedos Amazónicos
Peperomia pakipski,BMHM,Bosques Muy Húmedos Montanos
Peperomia palcana,MA,Mesoandina
Peperomia pampalcana,MA,Mesoandina
Peperomia parva,BMHM,Bosques Muy Húmedos Montanos
Peperomia parvipunctulata,BMHP,Bosques Muy Húmedos Premontanos
Peperomia pavoniana,Sin datos,Sin datos
Peperomia pearcei,Sin datos,Sin datos
Peperomia percalvescens,BMHP,Bosques Muy Húmedos Premontanos
Peperomia percalvescens,BHA,Bosques Húmedos Amazónicos
Peperomia pereneana,BMHP,Bosques Muy Húmedos Premontanos
Peperomia pergamentacea,BMHP,Bosques Muy Húmedos Premontanos
Peperomia perhispidula var. glabrescens,BMHM,Bosques Muy Húmedos Montanos
Peperomia pertomentella,BMHP,Bosques Muy Húmedos Premontanos
Peperomia pertomentella,BHA,Bosques Húmedos Amazónicos
Peperomia peruviana var. major,MA,Mesoandina
Peperomia phyllantha,Sin datos,Sin datos
Peperomia pichisensis,BMHM,Bosques Muy Húmedos Montanos
Peperomia pilifera,MA,Mesoandina
Peperomia pillahuatana,BMHM,Bosques Muy Húmedos Montanos
Peperomia pinedoana,BMHP,Bosques Muy Húmedos Premontanos
Peperomia playapampana,BMHM,Bosques Muy Húmedos Montanos
Peperomia pleiomorpha,BHA,Bosques Húmedos Amazónicos
Peperomia plicatifolia,Sin datos,Sin datos
Peperomia plurispica,MA,Mesoandina
Peperomia polycephala,MA,Mesoandina
Peperomia polymorpha,BMHP,Bosques Muy Húmedos Premontanos
Peperomia pontina,BMHP,Bosques Muy Húmedos Premontanos
Peperomia ppucu-ppucu,MA,Mesoandina
Peperomia praeruptorum,BMHM,Bosques Muy Húmedos Montanos
Peperomia profissa,Sin datos,Sin datos
Peperomia prolifera,BS,Bosques Secos
Peperomia pruinosifolia,MA,Mesoandina
Peperomia pseudogalapagensis,DST,Desierto Semicálido Tropical
Peperomia pseudosalicifolia,BMHP,Bosques Muy Húmedos Premontanos
Peperomia puberulaeformis,BHA,Bosques Húmedos Amazónicos
Peperomia puberulibacca var. puberulibacca,BMHM,Bosques Muy Húmedos Montanos
Peperomia puberulibacca var. atricha,MA,Mesoandina
Peperomia puberulipes,BMHM,Bosques Muy Húmedos Montanos
Peperomia pubescentinervis,Sin datos,Sin datos
Peperomia pubiramea,BMHP,Bosques Muy Húmedos Premontanos
Peperomia purpurea,Sin datos,Sin datos
Peperomia quadricoma,BMHM,Bosques Muy Húmedos Montanos
Peperomia quaerata,BMHP,Bosques Muy Húmedos Premontanos
Peperomia quatrometralis,BHA,Bosques Húmedos Amazónicos
Peperomia quispicanchiana,BMHM,Bosques Muy Húmedos Montanos
Peperomia racemifolia,BHA,Bosques Húmedos Amazónicos
Peperomia rhodophylla,MA,Mesoandina
Peperomia rhombeifolia,BHA,Bosques Húmedos Amazónicos
Peperomia rhombeoelliptica,MA,Mesoandina
Peperomia rhombiformis,BMHM,Bosques Muy Húmedos Montanos
Peperomia rhombilimba,BMHP,Bosques Muy Húmedos Premontanos
Peperomia rosea,MA,Mesoandina
Peperomia rubea,BHA,Bosques Húmedos Amazónicos
Peperomia rubescens,BMHP,Bosques Muy Húmedos Premontanos
Peperomia rubrispica,BHA,Bosques Húmedos Amazónicos
Peperomia rufescens,BHA,Bosques Húmedos Amazónicos
Peperomia rufescentifolia,BMHP,Bosques Muy Húmedos Premontanos
Peperomia rugatifolia var. rugatifolia,BMHP,Bosques Muy Húmedos Premontanos
Peperomia rugatifolia var. exilispica,BMHM,Bosques Muy Húmedos Montanos
Peperomia rupiceda,MA,Mesoandina
Peperomia salicifolia,Sin datos,Sin datos
Peperomia salmonicolor var. salmonicolor,BMHM,Bosques Muy Húmedos Montanos
Peperomia salmonicolor var. salmonicolor,BMHP,Bosques Muy Húmedos Premontanos
Peperomia salmonicolor var. viridis,BMHM,Bosques Muy Húmedos Montanos
Peperomia salmonicolor var. viridis,BMHP,Bosques Muy Húmedos Premontanos
Peperomia sanbuenaventurana,MA,Mesoandina
Peperomia sandemanii,BMHM,Bosques Muy Húmedos Montanos
Peperomia sangabanensis,BMHM,Bosques Muy Húmedos Montanos
Peperomia sanroqueana,BMHM,Bosques Muy Húmedos Montanos
Peperomia sanroqueana,BMHP,Bosques Muy Húmedos Premontanos
Peperomia santacruzana,Sin datos,Sin datos
Peperomia santiagoana,BHA,Bosques Húmedos Amazónicos
Peperomia sarcostachya var. sarcostachya,BHA,Bosques Húmedos Amazónicos
Peperomia sarcostachya var. repens,BMHP,Bosques Muy Húmedos Premontanos
Peperomia scabiosa,BMHM,Bosques Muy Húmedos Montanos
Peperomia scandens var. longispica,BHA,Bosques Húmedos Amazónicos
Peperomia sclerophylla,BHA,Bosques Húmedos Amazónicos
Peperomia scutaleifolia,BMHM,Bosques Muy Húmedos Montanos
Peperomia scutaleifolia,BMHP,Bosques Muy Húmedos Premontanos
Peperomia seposita,Sin datos,Sin datos
Peperomia smithii,BHA,Bosques Húmedos Amazónicos
Peperomia soukupii,BMHP,Bosques Muy Húmedos Premontanos
Peperomia spectabilis,Sin datos,Sin datos
Peperomia spiculata var. elliptica,Sin datos,Sin datos
Peperomia sprucei,BMHP,Bosques Muy Húmedos Premontanos
Peperomia strawii,BS,Bosques Secos
Peperomia subdichotoma,MA,Mesoandina
Peperomia subflaccida,BMHP,Bosques Muy Húmedos Premontanos
Peperomia subsericata,BMHM,Bosques Muy Húmedos Montanos
Peperomia subvillicaulis,BMHM,Bosques Muy Húmedos Montanos
Peperomia sylvatica,Sin datos,Sin datos
Peperomia tarapotana,BMHP,Bosques Muy Húmedos Premontanos
Peperomia tenuiramea,BMHP,Bosques Muy Húmedos Premontanos
Peperomia teresitensis,Sin datos,Sin datos
Peperomia tetrica,BHA,Bosques Húmedos Amazónicos
Peperomia timbuchiana,BHA,Bosques Húmedos Amazónicos
Peperomia trullaefolia,MA,Mesoandina
Peperomia umbelliformis,DST,Desierto Semicálido Tropical
Peperomia umbilicata,Sin datos,Sin datos
Peperomia uncatispica,BMHM,Bosques Muy Húmedos Montanos
Peperomia undeninervia,BHA,Bosques Húmedos Amazónicos
Peperomia vana,BMHM,Bosques Muy Húmedos Montanos
Peperomia variculata,BHA,Bosques Húmedos Amazónicos
Peperomia variifolia,Sin datos,Sin datos
Peperomia venticosicarpa,BHA,Bosques Húmedos Amazónicos
Peperomia verediana,BHA,Bosques Húmedos Amazónicos
Peperomia viracochana,PSH,Puna Húmeda y Seca
Peperomia weberbaueri,MDE,Matorral Desértico
Peperomia woytkowskii,BMHM,Bosques Muy Húmedos Montanos
Peperomia yananoensis var. yananoensis,BMHM,Bosques Muy Húmedos Montanos
Peperomia pilifera,MA,Mesoandina
Peperomia yapasana,BMHM,Bosques Muy Húmedos Montanos
Peperomia yapasana,BMHP,Bosques Muy Húmedos Premontanos
Piper abditum,BHA,Bosques Húmedos Amazónicos
Piper achromatolepis,BHA,Bosques Húmedos Amazónicos
Piper acutifolium var. stuebelii,BMHM,Bosques Muy Húmedos Montanos
Piper acutulum,BMHP,Bosques Muy Húmedos Premontanos
Piper admirabile,BMHP,Bosques Muy Húmedos Premontanos
Piper adreptum,BHA,Bosques Húmedos Amazónicos
Piper affictum,BHA,Bosques Húmedos Amazónicos
Piper afflictum,BHA,Bosques Húmedos Amazónicos
Piper albiciliatum,BHA,Bosques Húmedos Amazónicos
Piper albogranulatum,BHA,Bosques Húmedos Amazónicos
Piper albopapillatum,BMHM,Bosques Muy Húmedos Montanos
Piper allardii,BMHP,Bosques Muy Húmedos Premontanos
Piper alveolatum,BMHM,Bosques Muy Húmedos Montanos
Piper amphitrichum,BMHP,Bosques Muy Húmedos Premontanos
Piper anastylum,BMHP,Bosques Muy Húmedos Premontanos
Piper anonymum,Sin datos,Sin datos
Piper apodum,MA,Mesoandina
Piper apurimacanum,BHA,Bosques Húmedos Amazónicos
Piper apus,BMHP,Bosques Muy Húmedos Premontanos
Piper araneatum,Sin datos,Sin datos
Piper arduum,BHA,Bosques Húmedos Amazónicos
Piper areolatum,Sin datos,Sin datos
Piper arrectispicum,BMHP,Bosques Muy Húmedos Premontanos
Piper arreptum,BHA,Bosques Húmedos Amazónicos
Piper ascendentispicum,BHA,Bosques Húmedos Amazónicos
Piper asclepiadifolium,BHA,Bosques Húmedos Amazónicos
Piper asplundii,BMHP,Bosques Muy Húmedos Premontanos
Piper asterocarpum,Sin datos,Sin datos
Piper attenuatamentum,BHA,Bosques Húmedos Amazónicos
Piper azupizuanum,BMHP,Bosques Muy Húmedos Premontanos
Piper balsapuertanum,BHA,Bosques Húmedos Amazónicos
Piper barbicuspe,BHA,Bosques Húmedos Amazónicos
Piper barbulantherum,MA,Mesoandina
Piper brachytrichum,BHA,Bosques Húmedos Amazónicos
Piper brevestrigillosum,BMHM,Bosques Muy Húmedos Montanos
Piper brevipedunculum,BHA,Bosques Húmedos Amazónicos
Piper brongniartii,Sin datos,Sin datos
Piper caballocochanum,BHA,Bosques Húmedos Amazónicos
Piper cajamarcanum,Sin datos,Sin datos
Piper calamistratum,BHA,Bosques Húmedos Amazónicos
Piper callcanense,Sin datos,Sin datos
Piper calvescentinerve,BHA,Bosques Húmedos Amazónicos
Piper calvibaccum,BMHM,Bosques Muy Húmedos Montanos
Piper calvibaccum,BMHP,Bosques Muy Húmedos Premontanos
Piper camphoriferum,Sin datos,Sin datos
Piper capillistipes,BHA,Bosques Húmedos Amazónicos
Piper carrapanum,BMHP,Bosques Muy Húmedos Premontanos
Piper cassinoides,Sin datos,Sin datos
Piper celer,BHA,Bosques Húmedos Amazónicos
Piper celsum,BHA,Bosques Húmedos Amazónicos
Piper chalhuapuquianum,Sin datos,Sin datos
Piper chanchamayanum,BMHP,Bosques Muy Húmedos Premontanos
Piper chanchamayanum,BHA,Bosques Húmedos Amazónicos
Piper chromatolepis,BHA,Bosques Húmedos Amazónicos
Piper chrysoneurum,BHA,Bosques Húmedos Amazónicos
Piper churumayu,MA,Mesoandina
Piper ciniflonis,BMHP,Bosques Muy Húmedos Premontanos
Piper circumspectantis,BHA,Bosques Húmedos Amazónicos
Piper cirratum,BHA,Bosques Húmedos Amazónicos
Piper cispontinum,BMHP,Bosques Muy Húmedos Premontanos
Piper claudicans,BHA,Bosques Húmedos Amazónicos
Piper claudii,Sin datos,Sin datos
Piper comasense,BMHM,Bosques Muy Húmedos Montanos
Piper conditum var. angustum,BHA,Bosques Húmedos Amazónicos
Piper conispicum,BHA,Bosques Húmedos Amazónicos
Piper controversum,Sin datos,Sin datos
Piper criniovarium,BHA,Bosques Húmedos Amazónicos
Piper cumbasonum,BHA,Bosques Húmedos Amazónicos
Piper cupreatum,BHA,Bosques Húmedos Amazónicos
Piper curvatum,BMHP,Bosques Muy Húmedos Premontanos
Piper daedalum,BHA,Bosques Húmedos Amazónicos
Piper dasypodum,Sin datos,Sin datos
Piper demoratum,BMHM,Bosques Muy Húmedos Montanos
Piper demoratum,BMHP,Bosques Muy Húmedos Premontanos
Piper dennisii,BHA,Bosques Húmedos Amazónicos
Piper desultorium,BMHM,Bosques Muy Húmedos Montanos
Piper desultorium,BMHP,Bosques Muy Húmedos Premontanos
Piper dimetrale,BMHM,Bosques Muy Húmedos Montanos
Piper diversipilum,BMHP,Bosques Muy Húmedos Premontanos
Piper dulce,BMHP,Bosques Muy Húmedos Premontanos
Piper durvilleanum,BMHP,Bosques Muy Húmedos Premontanos
Piper ecallosum,BHA,Bosques Húmedos Amazónicos
Piper edurum,BMHP,Bosques Muy Húmedos Premontanos
Piper elongatum var. mocco-mocco,BMHM,Bosques Muy Húmedos Montanos
Piper elongatum var. salviaefolium,Sin datos,Sin datos
Piper endlicherianum,BMHP,Bosques Muy Húmedos Premontanos
Piper enenyasense,BMHM,Bosques Muy Húmedos Montanos
Piper epunctatum,BHA,Bosques Húmedos Amazónicos
Piper escaleranum,BMHP,Bosques Muy Húmedos Premontanos
Piper evingeri,MA,Mesoandina
Piper excavatum,BMHP,Bosques Muy Húmedos Premontanos
Piper excessum,BHA,Bosques Húmedos Amazónicos
Piper factum,BHA,Bosques Húmedos Amazónicos
Piper faecatum,BHA,Bosques Húmedos Amazónicos
Piper fagifolium,BHA,Bosques Húmedos Amazónicos
Piper ferreyrae,MA,Mesoandina
Piper ferruginispicum,BHA,Bosques Húmedos Amazónicos
Piper fortalezanum,BHA,Bosques Húmedos Amazónicos
Piper fulgentifolium,BHA,Bosques Húmedos Amazónicos
Piper fulvescenticaule,BHA,Bosques Húmedos Amazónicos
Piper fuscispicum,BHA,Bosques Húmedos Amazónicos
Piper gilvescens,BHA,Bosques Húmedos Amazónicos
Piper gilvibaccum,BHA,Bosques Húmedos Amazónicos
Piper glaberrimicaule,BHA,Bosques Húmedos Amazónicos
Piper glabribaccum,BMHP,Bosques Muy Húmedos Premontanos
Piper glabribaccum,BHA,Bosques Húmedos Amazónicos
Piper glabrius,Sin datos,Sin datos
Piper gracile,BMHP,Bosques Muy Húmedos Premontanos
Piper granuligerum,BHA,Bosques Húmedos Amazónicos
Piper granulosum,BMHP,Bosques Muy Húmedos Premontanos
Piper granulosum,BHA,Bosques Húmedos Amazónicos
Piper gratum var. gratum,BHA,Bosques Húmedos Amazónicos
Piper gratum var. ingratum,BHA,Bosques Húmedos Amazónicos
Piper griseocaule,BMHP,Bosques Muy Húmedos Premontanos
Piper griseum,Sin datos,Sin datos
Piper heptandrum var. heptandrum,Sin datos,Sin datos
Piper heptandrum var. crassispicum,BHA,Bosques Húmedos Amazónicos
Piper herrerae,BPM,Bosques Pluviales Montanos
Piper hookerianum,Sin datos,Sin datos
Piper huacachianum,MA,Mesoandina
Piper huacapistanum,BMHM,Bosques Muy Húmedos Montanos
Piper huallaganum,BMHP,Bosques Muy Húmedos Premontanos
Piper huantanum,BMHP,Bosques Muy Húmedos Premontanos
Piper huantanum,BHA,Bosques Húmedos Amazónicos
Piper illautum,Sin datos,Sin datos
Piper immite,BMHP,Bosques Muy Húmedos Premontanos
Piper incomptum,BMHP,Bosques Muy Húmedos Premontanos
Piper indecorum,BMHP,Bosques Muy Húmedos Premontanos
Piper indecorum,BHA,Bosques Húmedos Amazónicos
Piper indianonum,BHA,Bosques Húmedos Amazónicos
Piper indiciflexum,BMHM,Bosques Muy Húmedos Montanos
Piper interitum,BMHP,Bosques Muy Húmedos Premontanos
Piper intonsum,BMHP,Bosques Muy Húmedos Premontanos
Piper intonsum,BHA,Bosques Húmedos Amazónicos
Piper iquitosense,BHA,Bosques Húmedos Amazónicos
Piper itayanum var. itayanum,BHA,Bosques Húmedos Amazónicos
Piper itayanum var. antoniense,BHA,Bosques Húmedos Amazónicos
Piper itayanum var. pichisense,BHA,Bosques Húmedos Amazónicos
Piper itayanum var. sanjuanum,BHA,Bosques Húmedos Amazónicos
Piper kanehiranum,BMHP,Bosques Muy Húmedos Premontanos
Piper kimpitirikianum,BMHP,Bosques Muy Húmedos Premontanos
Piper klugianum,BHA,Bosques Húmedos Amazónicos
Piper klugii,BMHP,Bosques Muy Húmedos Premontanos
Piper lamasense,BMHP,Bosques Muy Húmedos Premontanos
Piper lanosicaule,BMHM,Bosques Muy Húmedos Montanos
Piper lanosicaule,BMHP,Bosques Muy Húmedos Premontanos
Piper late-ovatum,BMHP,Bosques Muy Húmedos Premontanos
Piper laurinum,Sin datos,Sin datos
Piper leticianum var. tessmannii,BHA,Bosques Húmedos Amazónicos
Piper leucophaeocaule,BMHP,Bosques Muy Húmedos Premontanos
Piper leucophaeum,BMHP,Bosques Muy Húmedos Premontanos
Piper lineatum var. cordulatum,Sin datos,Sin datos
Piper llatanum,MA,Mesoandina
Piper longeacuminatum,BMHM,Bosques Muy Húmedos Montanos
