accepted_name,region_id,region_eco
Kefersteinia candida,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia delcastilloi,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia escalerensis,BMHM,Bosques Muy Húmedos Montanos
Kefersteinia escalerensis,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia jarae,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia koechliniorum,BMHM,Bosques Muy Húmedos Montanos
Kefersteinia licethyae,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia pastorellii,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia pusilla,BMHM,Bosques Muy Húmedos Montanos
Kefersteinia pusilla,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia salustianae,BMHM,Bosques Muy Húmedos Montanos
Kefersteinia salustianae,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia villenae,BMHP,Bosques Muy Húmedos Premontanos
Kefersteinia villosa,BMHM,Bosques Muy Húmedos Montanos
Kefersteinia villosa,BPM,Bosques Pluviales Montanos
Koellensteinia graminoides,BMHP,Bosques Muy Húmedos Premontanos
Koellensteinia graminoides,BHA,Bosques Húmedos Amazónicos
Kraenzlinella gigantea,Sin datos,Sin datos
Aspidogyne rotundifolia,BMHM,Bosques Muy Húmedos Montanos
Kreodanthus simplex,BPM,Bosques Pluviales Montanos
Lepanthes adrianae,BMHP,Bosques Muy Húmedos Premontanos
Lepanthes amabilis,BPM,Bosques Pluviales Montanos
Lepanthes applanata,BMHP,Bosques Muy Húmedos Premontanos
Lepanthes arbaceae,Sin datos,Sin datos
Lepanthes aurorae,BMHM,Bosques Muy Húmedos Montanos
Lepanthes bivalvis,BMHP,Bosques Muy Húmedos Premontanos
Lepanthes bustyla,Sin datos,Sin datos
Lepanthes capistrata,Sin datos,Sin datos
Lepanthes caveroi,BMHP,Bosques Muy Húmedos Premontanos
Lepanthes cloesii,BPM,Bosques Pluviales Montanos
Lepanthes cordeliae,Sin datos,Sin datos
Lepanthes dactylina,Sin datos,Sin datos
Lepanthes echinata,BPM,Bosques Pluviales Montanos
Lepanthes erucifera,Sin datos,Sin datos
Lepanthes glossites,Sin datos,Sin datos
Lepanthes hamiltonii,PSH,Puna Húmeda y Seca
Lepanthes hamiltonii,BPM,Bosques Pluviales Montanos
Lepanthes juninensis,BMHM,Bosques Muy Húmedos Montanos
Lepanthes juninensis,BPM,Bosques Pluviales Montanos
Lepanthes katleri,BMHM,Bosques Muy Húmedos Montanos
Lepanthes leonii,BS,Bosques Secos
Lepanthes mairae,BMHP,Bosques Muy Húmedos Premontanos
Lepanthes martineae,BMHM,Bosques Muy Húmedos Montanos
Lepanthes oxapampaensis,BMHP,Bosques Muy Húmedos Premontanos
Lepanthes pastorellii,BMHM,Bosques Muy Húmedos Montanos
Lepanthes pedunculata,Sin datos,Sin datos
Lepanthes pholeter,BMHM,Bosques Muy Húmedos Montanos
Lepanthes pubicaulis,BMHM,Bosques Muy Húmedos Montanos
Lepanthes pubicaulis,BPM,Bosques Pluviales Montanos
Lepanthes pumila,BMHP,Bosques Muy Húmedos Premontanos
Lepanthes revoluta,BPM,Bosques Pluviales Montanos
Lepanthes sijmii,Sin datos,Sin datos
Lepanthes terborchii,BMHM,Bosques Muy Húmedos Montanos
Lepanthes tricuspidata,Sin datos,Sin datos
Lepanthes vulpina,Sin datos,Sin datos
Erythrodes stigmatoptera,BMHP,Bosques Muy Húmedos Premontanos
Lindleyalis fustifera,BMHP,Bosques Muy Húmedos Premontanos
Lockhartia bennettii,Sin datos,Sin datos
Lockhartia lepticaula,BMHP,Bosques Muy Húmedos Premontanos
Lockhartia schunkei,BS,Bosques Secos
Lockhartia tuberculata,BMHM,Bosques Muy Húmedos Montanos
x Lycida mathiasiae,Sin datos,Sin datos
Macradenia tridentata,BHA,Bosques Húmedos Amazónicos
Macroclinium aduncum,BHA,Bosques Húmedos Amazónicos
Macroclinium aurorae,BMHP,Bosques Muy Húmedos Premontanos
Macroclinium biflorum,BMHP,Bosques Muy Húmedos Premontanos
Macroclinium biflorum,BHA,Bosques Húmedos Amazónicos
Macroclinium christensonii,BMHM,Bosques Muy Húmedos Montanos
Macroclinium coffeicola,BMHP,Bosques Muy Húmedos Premontanos
Macroclinium coffeicola,BMHM,Bosques Muy Húmedos Montanos
Macroclinium villenaorum,Sin datos,Sin datos
Malaxis termensis var. elata,BMHM,Bosques Muy Húmedos Montanos
Masdevallia amabilis,MA,Mesoandina
Masdevallia amabilis,PSH,Puna Húmeda y Seca
Masdevallia amabilis,PAR,PAR
Masdevallia amplexa,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia anomala,BMHM,Bosques Muy Húmedos Montanos
Masdevallia anomala,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia antonii,BMHM,Bosques Muy Húmedos Montanos
Masdevallia asterotricha,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia atahualpa,BPM,Bosques Pluviales Montanos
Masdevallia audax,BMHM,Bosques Muy Húmedos Montanos
Masdevallia aurorae,BMHM,Bosques Muy Húmedos Montanos
Masdevallia barlaeana,MA,Mesoandina
Masdevallia barlaeana,PSH,Puna Húmeda y Seca
Masdevallia barlaeana,BPM,Bosques Pluviales Montanos
Masdevallia bennettii,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia bryophila,BMHM,Bosques Muy Húmedos Montanos
Masdevallia calosiphon,BMHM,Bosques Muy Húmedos Montanos
Masdevallia calosiphon,BPM,Bosques Pluviales Montanos
Masdevallia cardiantha,BMHM,Bosques Muy Húmedos Montanos
Masdevallia carpishica,BMHM,Bosques Muy Húmedos Montanos
Masdevallia carpishica,BPM,Bosques Pluviales Montanos
Masdevallia castor,BMHM,Bosques Muy Húmedos Montanos
Masdevallia catapheres,BMHM,Bosques Muy Húmedos Montanos
Masdevallia cinnamomea,BMHM,Bosques Muy Húmedos Montanos
Masdevallia cinnamomea,BPM,Bosques Pluviales Montanos
Masdevallia cleistogama,Sin datos,Sin datos
Masdevallia cloesii,BMHM,Bosques Muy Húmedos Montanos
Masdevallia collantesii,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia concinna,BMHM,Bosques Muy Húmedos Montanos
Masdevallia concinna,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia cordeliana,BMHM,Bosques Muy Húmedos Montanos
Masdevallia cordeliana,BPM,Bosques Pluviales Montanos
Masdevallia cosmia,Sin datos,Sin datos
Masdevallia cranion,BMHM,Bosques Muy Húmedos Montanos
Masdevallia cyclotega,MA,Mesoandina
Masdevallia cyclotega,BPM,Bosques Pluviales Montanos
Masdevallia davisii,MA,Mesoandina
Masdevallia davisii,PSH,Puna Húmeda y Seca
Masdevallia dudleyi,BPM,Bosques Pluviales Montanos
Masdevallia echo,BMHM,Bosques Muy Húmedos Montanos
Masdevallia echo,BPM,Bosques Pluviales Montanos
Masdevallia elegans,BPM,Bosques Pluviales Montanos
Masdevallia ephelota,BMHM,Bosques Muy Húmedos Montanos
Masdevallia eumeces,Sin datos,Sin datos
Masdevallia eumeliae,BPM,Bosques Pluviales Montanos
Masdevallia formosa,BMHM,Bosques Muy Húmedos Montanos
Masdevallia fuchsii,BMHM,Bosques Muy Húmedos Montanos
Masdevallia harlequina,BMHM,Bosques Muy Húmedos Montanos
Masdevallia harlequina,BPM,Bosques Pluviales Montanos
Masdevallia hymenantha,BMHM,Bosques Muy Húmedos Montanos
Masdevallia icterina,BMHM,Bosques Muy Húmedos Montanos
Masdevallia idae,BMHM,Bosques Muy Húmedos Montanos
Masdevallia immensa,BMHM,Bosques Muy Húmedos Montanos
Masdevallia ionocharis,BPM,Bosques Pluviales Montanos
Masdevallia jarae,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia juan-albertoi,MA,Mesoandina
Masdevallia karineae,BPM,Bosques Pluviales Montanos
Masdevallia kuhniorum,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia leonii,BMHM,Bosques Muy Húmedos Montanos
Masdevallia lilianae,BMHM,Bosques Muy Húmedos Montanos
Masdevallia lineolata,BPM,Bosques Pluviales Montanos
Masdevallia lucernula,BMHM,Bosques Muy Húmedos Montanos
Masdevallia lychniphora,BMHM,Bosques Muy Húmedos Montanos
Masdevallia manningii,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia manoloi,BMHM,Bosques Muy Húmedos Montanos
Masdevallia manoloi,BPM,Bosques Pluviales Montanos
Masdevallia marizae,BMHM,Bosques Muy Húmedos Montanos
Masdevallia marizae,BPM,Bosques Pluviales Montanos
Masdevallia melanopus,MA,Mesoandina
Masdevallia mezae,BMHM,Bosques Muy Húmedos Montanos
Masdevallia microptera,BMHM,Bosques Muy Húmedos Montanos
Masdevallia monogona,BMHM,Bosques Muy Húmedos Montanos
Masdevallia oxapampaensis,BMHM,Bosques Muy Húmedos Montanos
Masdevallia pandurilabia,BPM,Bosques Pluviales Montanos
Masdevallia pernix,BMHM,Bosques Muy Húmedos Montanos
Masdevallia phasmatodes,BMHM,Bosques Muy Húmedos Montanos
Masdevallia phlogina,BMHM,Bosques Muy Húmedos Montanos
Masdevallia phoenix,BMHM,Bosques Muy Húmedos Montanos
Masdevallia phoenix,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia picea,BMHM,Bosques Muy Húmedos Montanos
Masdevallia plynophora,Sin datos,Sin datos
Masdevallia popowiana,Sin datos,Sin datos
Masdevallia princeps,Sin datos,Sin datos
Masdevallia prodigiosa,BMHM,Bosques Muy Húmedos Montanos
Masdevallia prolixa,BMHM,Bosques Muy Húmedos Montanos
Masdevallia prolixa,BPM,Bosques Pluviales Montanos
Masdevallia prosartema,BMHM,Bosques Muy Húmedos Montanos
Masdevallia pyknosepala,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia pyxis,BMHM,Bosques Muy Húmedos Montanos
Masdevallia pyxis,BPM,Bosques Pluviales Montanos
Masdevallia recurvata,Sin datos,Sin datos
Masdevallia regina,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia replicata,BMHM,Bosques Muy Húmedos Montanos
Masdevallia replicata,BPM,Bosques Pluviales Montanos
Masdevallia rhodehameliana,BMHM,Bosques Muy Húmedos Montanos
Masdevallia richardsoniana,BPM,Bosques Pluviales Montanos
Masdevallia rigens,BS,Bosques Secos
Masdevallia rimarima-alba,BMHM,Bosques Muy Húmedos Montanos
Masdevallia rodolfoi,BMHM,Bosques Muy Húmedos Montanos
Masdevallia rolandorum,BMHP,Bosques Muy Húmedos Premontanos
Masdevallia schizostigma,BMHM,Bosques Muy Húmedos Montanos
Masdevallia schoonenii,BMHM,Bosques Muy Húmedos Montanos
Masdevallia scitula,BPM,Bosques Pluviales Montanos
Masdevallia selenites,BPM,Bosques Pluviales Montanos
Masdevallia semiteres,MA,Mesoandina
Masdevallia spilantha,BPM,Bosques Pluviales Montanos
Masdevallia stumpflei,Sin datos,Sin datos
Masdevallia sulphurella,BMHM,Bosques Muy Húmedos Montanos
Masdevallia terborchii,Sin datos,Sin datos
Masdevallia titan,Sin datos,Sin datos
Masdevallia tricallosa,BMHM,Bosques Muy Húmedos Montanos
Masdevallia uniflora,BPM,Bosques Pluviales Montanos
Masdevallia veitchiana,BMHM,Bosques Muy Húmedos Montanos
Masdevallia veitchiana,BPM,Bosques Pluviales Montanos
Masdevallia veitchiana,PSH,Puna Húmeda y Seca
Masdevallia vexillifera,BMHM,Bosques Muy Húmedos Montanos
Masdevallia vomeris,Sin datos,Sin datos
Masdevallia welischii,BPM,Bosques Pluviales Montanos
Masdevallia wurdackii,BMHM,Bosques Muy Húmedos Montanos
Masdevallia zebracea,Sin datos,Sin datos
Masdevalliantha longiserpens,MA,Mesoandina
Maxillaria angustibulbosa,BMHM,Bosques Muy Húmedos Montanos
Maxillaria argyrophylla,BHA,Bosques Húmedos Amazónicos
Maxillaria aurorae,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria aurorae,BHA,Bosques Húmedos Amazónicos
Maxillaria azulensis,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria batemanii,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria bennettii,BMHM,Bosques Muy Húmedos Montanos
Maxillaria bicolor,BPM,Bosques Pluviales Montanos
Maxillaria bocazensis,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria brachypetala,BMHM,Bosques Muy Húmedos Montanos
Maxillaria burtonii,BMHM,Bosques Muy Húmedos Montanos
Maxillaria caveroi,BMHM,Bosques Muy Húmedos Montanos
Maxillaria christensonii,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria cornuta,BMHM,Bosques Muy Húmedos Montanos
Maxillaria cornuta,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria crocea,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria cuneiformis,MA,Mesoandina
Maxillaria cuzcoensis,BMHM,Bosques Muy Húmedos Montanos
Maxillaria cuzcoensis,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria dillonii,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria edwardsii,Sin datos,Sin datos
Maxillaria frechettei,BMHM,Bosques Muy Húmedos Montanos
Maxillaria garayi,BHA,Bosques Húmedos Amazónicos
Maxillaria geckophora,BMHP,Bosques Muy Húmedos Premontanos
Lycaste gigantea,BMHM,Bosques Muy Húmedos Montanos
Maxillaria grandimentum,BMHM,Bosques Muy Húmedos Montanos
Maxillaria granditenuis,BMHM,Bosques Muy Húmedos Montanos
Maxillaria guiardiana,BMHM,Bosques Muy Húmedos Montanos
Maxillaria hirsutilabia,BMHM,Bosques Muy Húmedos Montanos
Maxillaria huanucoensis,BMHM,Bosques Muy Húmedos Montanos
Maxillaria infausta,BMHM,Bosques Muy Húmedos Montanos
Maxillaria infausta,BPM,Bosques Pluviales Montanos
Maxillaria insignis,Sin datos,Sin datos
Maxillaria johniana,BMHM,Bosques Muy Húmedos Montanos
Maxillaria johniana,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria leforii,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria lilliputana,BMHM,Bosques Muy Húmedos Montanos
Maxillaria lindeniae,Sin datos,Sin datos
Maxillaria machinazensis,BMHM,Bosques Muy Húmedos Montanos
Maxillaria machupicchuensis,BMHM,Bosques Muy Húmedos Montanos
Maxillaria macropoda,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria microiridifolia,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria minutiflora,BMHM,Bosques Muy Húmedos Montanos
Maxillaria oxapampensis,BMHM,Bosques Muy Húmedos Montanos
Maxillaria parviloba,Sin datos,Sin datos
Maxillaria pastorellii,BMHM,Bosques Muy Húmedos Montanos
Maxillaria patella,BPM,Bosques Pluviales Montanos
Maxillaria peruviana,MA,Mesoandina
Maxillaria peruviana,BMHM,Bosques Muy Húmedos Montanos
Maxillaria peruviana,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria platypetala,BMHM,Bosques Muy Húmedos Montanos
Maxillaria prolifera,BPM,Bosques Pluviales Montanos
Maxillaria pyhalae,BMHM,Bosques Muy Húmedos Montanos
Maxillaria pyhalae,BPM,Bosques Pluviales Montanos
Maxillaria ramosissima,MA,Mesoandina
Maxillaria rauhii,BMHM,Bosques Muy Húmedos Montanos
Maxillaria saxatilis,BMHM,Bosques Muy Húmedos Montanos
Maxillaria scandens,BPM,Bosques Pluviales Montanos
Maxillaria simplicilabia,BMHM,Bosques Muy Húmedos Montanos
Maxillaria spathulata,BMHM,Bosques Muy Húmedos Montanos
Maxillaria tricolor,Sin datos,Sin datos
Maxillaria trigona,BMHM,Bosques Muy Húmedos Montanos
Maxillaria trigona,BPM,Bosques Pluviales Montanos
Maxillaria trigona,BMHM,Bosques Muy Húmedos Montanos
Maxillaria trilobulata,BMHM,Bosques Muy Húmedos Montanos
Maxillaria triphylla,Sin datos,Sin datos
Maxillaria tuerosii,BPM,Bosques Pluviales Montanos
Maxillaria unicarinata,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria valleculata,BMHM,Bosques Muy Húmedos Montanos
Maxillaria winaywaynaensis,BPM,Bosques Pluviales Montanos
Maxillaria woytkowskii,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria xanthorhoda,Sin datos,Sin datos
Mesadenella peruviana,BMHP,Bosques Muy Húmedos Premontanos
Mesadenella variegata,BPM,Bosques Pluviales Montanos
Microchilus capitatus,BMHM,Bosques Muy Húmedos Montanos
Microchilus ensicalcar,BMHP,Bosques Muy Húmedos Premontanos
Microchilus lechleri,Sin datos,Sin datos
Microchilus microcaprinus,BMHP,Bosques Muy Húmedos Premontanos
Microchilus minor,Sin datos,Sin datos
Microchilus plowmanii,BMHM,Bosques Muy Húmedos Montanos
Microchilus rioitayanus,BHA,Bosques Húmedos Amazónicos
Microchilus trifasciatus,BMHP,Bosques Muy Húmedos Premontanos
Miltonia bismarckii,BMHP,Bosques Muy Húmedos Premontanos
Miltonia bismarckii,BMHM,Bosques Muy Húmedos Montanos
Mormodes peruviana,BHA,Bosques Húmedos Amazónicos
Mormodes revoluta,BMHP,Bosques Muy Húmedos Premontanos
Mormodes wolteriana,Sin datos,Sin datos
Maxillaria postarinoi,BMHM,Bosques Muy Húmedos Montanos
Maxillaria perulera,BMHM,Bosques Muy Húmedos Montanos
Maxillaria perulera,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria perulera,BHA,Bosques Húmedos Amazónicos
Maxillaria schweinfurthiana,BMHM,Bosques Muy Húmedos Montanos
Maxillaria schweinfurthiana,BMHP,Bosques Muy Húmedos Premontanos
Myrosmodes weberbaueri,PSH,Puna Húmeda y Seca
Myrosmodes weberbaueri,AA,Altoandina
Neobennettia genegeorgei,BMHP,Bosques Muy Húmedos Premontanos
Neodryas acuminata,BPM,Bosques Pluviales Montanos
Neodryas alba,BPM,Bosques Pluviales Montanos
Neodryas llanachagaensis,BMHM,Bosques Muy Húmedos Montanos
Neokoehleria delcastilloi,BMHM,Bosques Muy Húmedos Montanos
Comparettia granizoi,Sin datos,Sin datos
Comparettia kerspei,BMHM,Bosques Muy Húmedos Montanos
Neokoehleria papillosa,BMHM,Bosques Muy Húmedos Montanos
Neokoehleria wuerstlei,BMHP,Bosques Muy Húmedos Premontanos
Notylia carnosiflora,BMHM,Bosques Muy Húmedos Montanos
Notylia carnosiflora,BMHP,Bosques Muy Húmedos Premontanos
Notylia koehleri,BMHP,Bosques Muy Húmedos Premontanos
Notylia parvilabia,BMHP,Bosques Muy Húmedos Premontanos
Notylia punoensis,BMHP,Bosques Muy Húmedos Premontanos
Octomeria peruviana,BMHP,Bosques Muy Húmedos Premontanos
Octomeria scirpoidea,BMHP,Bosques Muy Húmedos Premontanos
Octomeria scirpoidea,BHA,Bosques Húmedos Amazónicos
Odontoglossum ariasii,BMHM,Bosques Muy Húmedos Montanos
Odontoglossum digitatum,BPM,Bosques Pluviales Montanos
Odontoglossum machupicchuense,BPM,Bosques Pluviales Montanos
Odontoglossum platynaris,BPM,Bosques Pluviales Montanos
Oncidium angustisegmentum,BMHM,Bosques Muy Húmedos Montanos
Oncidium ariasii,BMHM,Bosques Muy Húmedos Montanos
Oncidium ariasii,BMHP,Bosques Muy Húmedos Premontanos
Oncidium aspecum,BPM,Bosques Pluviales Montanos
Oncidium aurorae,BS,Bosques Secos
Oncidium ayabacanum,PAR,PAR
Oncidium bennettii,BMHM,Bosques Muy Húmedos Montanos
Oncidium bennettii,BPM,Bosques Pluviales Montanos
Oncidium crassopterum,BMHM,Bosques Muy Húmedos Montanos
Oncidium cruciferum,Sin datos,Sin datos
Oncidium deltoideum,MA,Mesoandina
Oncidium deltoideum,MDE,Matorral Desértico
Oncidium discobulbon,MA,Mesoandina
Oncidium exasperatoides,BMHM,Bosques Muy Húmedos Montanos
Oncidium fasciferum,Sin datos,Sin datos
Oncidium hieroglyphicum,Sin datos,Sin datos
Oncidium inouei,BPM,Bosques Pluviales Montanos
Oncidium ionopterum,BPM,Bosques Pluviales Montanos
Oncidium ionopterum,BMHM,Bosques Muy Húmedos Montanos
Oncidium isidrense,BMHM,Bosques Muy Húmedos Montanos
Oncidium leopardinum,BS,Bosques Secos
Oncidium lineoligerum,BMHM,Bosques Muy Húmedos Montanos
Oncidium lucasianum,MA,Mesoandina
Oncidium orthostatoides,BMHP,Bosques Muy Húmedos Premontanos
Oncidium retusum,MA,Mesoandina
Oncidium retusum,BMHM,Bosques Muy Húmedos Montanos
Oncidium schillerianum,MA,Mesoandina
Oncidium silvanoi,BMHM,Bosques Muy Húmedos Montanos
Oncidium tipuloides,BMHP,Bosques Muy Húmedos Premontanos
Oncidium trilobum,BMHP,Bosques Muy Húmedos Premontanos
Maxillaria purpureolabia,BS,Bosques Secos
Ornithidium sanaense,MDE,Matorral Desértico
Ornithidium sanaense,BS,Bosques Secos
Ornithocephalus aurorae,BMHP,Bosques Muy Húmedos Premontanos
Ornithocephalus caveroi,BHA,Bosques Húmedos Amazónicos
Ornithocephalus garayi,BMHM,Bosques Muy Húmedos Montanos
Ornithocephalus longilabris,BHA,Bosques Húmedos Amazónicos
Ornithocephalus patentilobus,BHA,Bosques Húmedos Amazónicos
Otoglossum brachypterum,Sin datos,Sin datos
Otoglossum weberbaueranum,BMHM,Bosques Muy Húmedos Montanos
Fernandezia capitata,BPM,Bosques Pluviales Montanos
Fernandezia ecallosa,BPM,Bosques Pluviales Montanos
Fernandezia lycopodioides,BPM,Bosques Pluviales Montanos
Fernandezia parvifolia,BPM,Bosques Pluviales Montanos
Fernandezia serra,BPM,Bosques Pluviales Montanos
Fernandezia serra,PAR,PAR
Fernandezia tajacayaensis,BPM,Bosques Pluviales Montanos
Pelexia huntii,Sin datos,Sin datos
Pelexia pavonii,DST,Desierto Semicálido Tropical
Comparettia schaferi,BMHM,Bosques Muy Húmedos Montanos
Comparettia schaferi,BMHP,Bosques Muy Húmedos Premontanos
Phragmipedium kovachii,BMHM,Bosques Muy Húmedos Montanos
Phragmipedium richteri,BMHP,Bosques Muy Húmedos Premontanos
Phragmipedium richteri,BHA,Bosques Húmedos Amazónicos
Habenella linifolia,Sin datos,Sin datos
Platystele rauhii,MA,Mesoandina
Pleurothallis arctata,BMHM,Bosques Muy Húmedos Montanos
Pleurothallis cajamarcae,MA,Mesoandina
Pleurothallis hjertingii,BMHM,Bosques Muy Húmedos Montanos
Pleurothallis magnipetala,BMHM,Bosques Muy Húmedos Montanos
Pleurothallis magnipetala,BMHP,Bosques Muy Húmedos Premontanos
Pleurothallis mexiae,BMHM,Bosques Muy Húmedos Montanos
Pleurothallis oxapampae,BMHM,Bosques Muy Húmedos Montanos
Pleurothallis phoxophylla,BMHP,Bosques Muy Húmedos Premontanos
Pleurothallis scurrula,BMHM,Bosques Muy Húmedos Montanos
Polycycnis trullifera,BMHP,Bosques Muy Húmedos Premontanos
Polystachya altilamellata,BMHP,Bosques Muy Húmedos Premontanos
Ponthieva bicornuta,BMHM,Bosques Muy Húmedos Montanos
Ponthieva bicornuta,BMHP,Bosques Muy Húmedos Premontanos
Ponthieva collantesii,BPM,Bosques Pluviales Montanos
Ponthieva lilacina,BMHM,Bosques Muy Húmedos Montanos
Ponthieva lilacina,BMHP,Bosques Muy Húmedos Premontanos
Ponthieva lilacina,BPM,Bosques Pluviales Montanos
Ponthieva oligoneura,BMHM,Bosques Muy Húmedos Montanos
Ponthieva oligoneura,BMHP,Bosques Muy Húmedos Premontanos
Ponthieva sprucei,BHA,Bosques Húmedos Amazónicos
Ponthieva weberbaueri,BMHM,Bosques Muy Húmedos Montanos
Ponthieva weberbaueri,BMHP,Bosques Muy Húmedos Premontanos
Porphyrostachys parviflora,MA,Mesoandina
Porroglossum agile,Sin datos,Sin datos
Porroglossum lycinum,BMHM,Bosques Muy Húmedos Montanos
Porroglossum peruvianum,BMHM,Bosques Muy Húmedos Montanos
Porroglossum peruvianum,BMHP,Bosques Muy Húmedos Premontanos
Porroglossum tokachii,BMHM,Bosques Muy Húmedos Montanos
Prescottia villenaorum,Sin datos,Sin datos
Prosthechea bennettii,BPM,Bosques Pluviales Montanos
Prosthechea bennettii,BMHM,Bosques Muy Húmedos Montanos
Prosthechea farfanii,BMHM,Bosques Muy Húmedos Montanos
Prosthechea hajekii,BMHM,Bosques Muy Húmedos Montanos
Pterichis leucoptera,BPM,Bosques Pluviales Montanos
Pterichis macroptera,Sin datos,Sin datos
Pterichis weberbaueriana,PAR,PAR
Restrepia cloesii,Sin datos,Sin datos
Restrepia mohrii,BMHM,Bosques Muy Húmedos Montanos
